ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
06A,"Kizhuyak, AK",A43,"Kodiak Island, AK"
09A,"Homer, AK",ORI,"Port Lions, AK"
09A,"Homer, AK",ADQ,"Kodiak, AK"
09A,"Homer, AK",ADQ,"Kodiak, AK"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
2AK,"Deer Park, AK",SIT,"Sitka, AK"
2AK,"Deer Park, AK",PTD,"Port Alexander, AK"
2NC,"Asheboro, NC",MXE,"Maxton, NC"
7AK,"Akun, AK",DUT,"Unalaska, AK"
7AK,"Akun, AK",ANC,"Anchorage, AK"
7AK,"Akun, AK",DUT,"Unalaska, AK"
A20,"Alpine, AK",SCC,"Deadhorse, AK"
A20,"Alpine, AK",ANC,"Anchorage, AK"
A27,"Pogo Mines, AK",FAI,"Fairbanks, AK"
A29,"Kiluda Bay, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KOY,"Olga Bay, AK"
A43,"Kodiak Island, AK",KPR,"Port Williams, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",KWP,"West Point, AK"
A43,"Kodiak Island, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",06A,"Kizhuyak, AK"
A43,"Kodiak Island, AK",A29,"Kiluda Bay, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",DGB,"Danger Bay, AK"
A43,"Kodiak Island, AK",EHR,"Eagle Harbor, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KOY,"Olga Bay, AK"
A43,"Kodiak Island, AK",KZB,"Zachar Bay, AK"
A43,"Kodiak Island, AK",ONN,"Onion Bay, AK"
A43,"Kodiak Island, AK",SYB,"Seal Bay, AK"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",SFB,"Sanford, FL"
ABE,"Allentown/Bethlehem/Easton, PA",BNA,"Nashville, TN"
ABE,"Allentown/Bethlehem/Easton, PA",PIE,"St. Petersburg, FL"
ABE,"Allentown/Bethlehem/Easton, PA",FLL,"Fort Lauderdale, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PBI,"West Palm Beach/Palm Beach, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PGD,"Punta Gorda, FL"
ABE,"Allentown/Bethlehem/Easton, PA",IFP,"Bullhead City, AZ"
ABE,"Allentown/Bethlehem/Easton, PA",ACY,"Atlantic City, NJ"
ABE,"Allentown/Bethlehem/Easton, PA",SMF,"Sacramento, CA"
ABE,"Allentown/Bethlehem/Easton, PA",ILN,"Wilmington, OH"
ABE,"Allentown/Bethlehem/Easton, PA",LAX,"Los Angeles, CA"
ABE,"Allentown/Bethlehem/Easton, PA",SBD,"San Bernardino, CA"
ABE,"Allentown/Bethlehem/Easton, PA",MDT,"Harrisburg, PA"
ABE,"Allentown/Bethlehem/Easton, PA",CLE,"Cleveland, OH"
ABE,"Allentown/Bethlehem/Easton, PA",ORF,"Norfolk, VA"
ABE,"Allentown/Bethlehem/Easton, PA",MEM,"Memphis, TN"
ABE,"Allentown/Bethlehem/Easton, PA",IND,"Indianapolis, IN"
ABE,"Allentown/Bethlehem/Easton, PA",PIT,"Pittsburgh, PA"
ABE,"Allentown/Bethlehem/Easton, PA",TEB,"Teterboro, NJ"
ABE,"Allentown/Bethlehem/Easton, PA",AFW,"Dallas/Fort Worth, TX"
ABE,"Allentown/Bethlehem/Easton, PA",CVG,"Cincinnati, OH"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",OAJ,"Jacksonville/Camp Lejeune, NC"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",LEB,"Lebanon-Hanover, NH"
ABE,"Allentown/Bethlehem/Easton, PA",LAL,"Lakeland, FL"
ABE,"Allentown/Bethlehem/Easton, PA",AFW,"Dallas/Fort Worth, TX"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",IAD,"Washington, DC"
ABI,"Abilene, TX",AZA,"Phoenix, AZ"
ABI,"Abilene, TX",CSG,"Columbus, GA"
ABI,"Abilene, TX",LBB,"Lubbock, TX"
ABI,"Abilene, TX",AFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",ORV,"Noorvik, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",WLK,"Selawik, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",RDB,"Red Dog, AK"
ABL,"Ambler, AK",IAN,"Kiana, AK"
ABL,"Ambler, AK",KVL,"Kivalina, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABQ,"Albuquerque, NM",AFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",ATL,"Atlanta, GA"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",RFD,"Rockford, IL"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",ICT,"Wichita, KS"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",JFK,"New York, NY"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",FAT,"Fresno, CA"
ABQ,"Albuquerque, NM",FAT,"Fresno, CA"
ABQ,"Albuquerque, NM",IAD,"Washington, DC"
ABQ,"Albuquerque, NM",RNO,"Reno, NV"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",ATL,"Atlanta, GA"
ABQ,"Albuquerque, NM",CNM,"Carlsbad, NM"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",YKM,"Yakima, WA"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",MCI,"Kansas City, MO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",BUR,"Burbank, CA"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",MCI,"Kansas City, MO"
ABQ,"Albuquerque, NM",SAT,"San Antonio, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",FMN,"Farmington, NM"
ABQ,"Albuquerque, NM",GUP,"Gallup, NM"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABQ,"Albuquerque, NM",LBB,"Lubbock, TX"
ABQ,"Albuquerque, NM",SVC,"Silver City/Hurley, NM"
ABQ,"Albuquerque, NM",DMN,"Deming, NM"
ABQ,"Albuquerque, NM",SVC,"Silver City/Hurley, NM"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",SMF,"Sacramento, CA"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",RNO,"Reno, NV"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",SJC,"San Jose, CA"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",JFK,"New York, NY"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",RNO,"Reno, NV"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",BOS,"Boston, MA"
ABQ,"Albuquerque, NM",JFK,"New York, NY"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",GUC,"Gunnison, CO"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDM,"San Diego, CA"
ABQ,"Albuquerque, NM",FMN,"Farmington, NM"
ABQ,"Albuquerque, NM",GUP,"Gallup, NM"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABR,"Aberdeen, SD",FSD,"Sioux Falls, SD"
ABR,"Aberdeen, SD",MSP,"Minneapolis, MN"
ABR,"Aberdeen, SD",ESC,"Escanaba, MI"
ABY,"Albany, GA",VLD,"Valdosta, GA"
ABY,"Albany, GA",ATL,"Atlanta, GA"
ABY,"Albany, GA",ATL,"Atlanta, GA"
ABY,"Albany, GA",CAE,"Columbia, SC"
ABY,"Albany, GA",JAX,"Jacksonville, FL"
ABY,"Albany, GA",RSW,"Fort Myers, FL"
ABY,"Albany, GA",PNS,"Pensacola, FL"
ABY,"Albany, GA",PBI,"West Palm Beach/Palm Beach, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ABY,"Albany, GA",MSY,"New Orleans, LA"
ABY,"Albany, GA",PNS,"Pensacola, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",MVY,"Martha's Vineyard, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",OWD,"Norwood, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",LNS,"Lancaster, PA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",MMU,"Morristown, NJ"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",FL9,"Lake Wales, FL"
ACT,"Waco, TX",EUG,"Eugene, OR"
ACT,"Waco, TX",PVD,"Providence, RI"
ACT,"Waco, TX",DSM,"Des Moines, IA"
ACT,"Waco, TX",MSY,"New Orleans, LA"
ACT,"Waco, TX",MAF,"Midland/Odessa, TX"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",AUS,"Austin, TX"
ACV,"Arcata/Eureka, CA",LAS,"Las Vegas, NV"
ACV,"Arcata/Eureka, CA",BUR,"Burbank, CA"
ACV,"Arcata/Eureka, CA",MFR,"Medford, OR"
ACV,"Arcata/Eureka, CA",RNO,"Reno, NV"
ACV,"Arcata/Eureka, CA",TIW,"Tacoma, WA"
ACV,"Arcata/Eureka, CA",SMF,"Sacramento, CA"
ACV,"Arcata/Eureka, CA",UKI,"Ukiah, CA"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",PHX,"Phoenix, AZ"
ACV,"Arcata/Eureka, CA",DEN,"Denver, CO"
ACV,"Arcata/Eureka, CA",SLC,"Salt Lake City, UT"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",CLE,"Cleveland, OH"
ACY,"Atlantic City, NJ",BUF,"Buffalo, NY"
ACY,"Atlantic City, NJ",TYS,"Knoxville, TN"
ACY,"Atlantic City, NJ",CMH,"Columbus, OH"
ACY,"Atlantic City, NJ",CAK,"Akron, OH"
ACY,"Atlantic City, NJ",GRB,"Green Bay, WI"
ACY,"Atlantic City, NJ",LBE,"Latrobe, PA"
ACY,"Atlantic City, NJ",SFB,"Sanford, FL"
ACY,"Atlantic City, NJ",FAY,"Fayetteville, NC"
ACY,"Atlantic City, NJ",PIT,"Pittsburgh, PA"
ACY,"Atlantic City, NJ",BOS,"Boston, MA"
ACY,"Atlantic City, NJ",RIC,"Richmond, VA"
ACY,"Atlantic City, NJ",SDF,"Louisville, KY"
ACY,"Atlantic City, NJ",PWM,"Portland, ME"
ACY,"Atlantic City, NJ",BMI,"Bloomington/Normal, IL"
ACY,"Atlantic City, NJ",BWI,"Baltimore, MD"
ACY,"Atlantic City, NJ",BNA,"Nashville, TN"
ACY,"Atlantic City, NJ",LGA,"New York, NY"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",TEB,"Teterboro, NJ"
ACY,"Atlantic City, NJ",MDW,"Chicago, IL"
ACY,"Atlantic City, NJ",2NC,"Asheboro, NC"
ACY,"Atlantic City, NJ",EWR,"Newark, NJ"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",SJU,"San Juan, PR"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",MIA,"Miami, FL"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",SJU,"San Juan, PR"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",EWR,"Newark, NJ"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",STL,"St. Louis, MO"
ACY,"Atlantic City, NJ",DAY,"Dayton, OH"
ACY,"Atlantic City, NJ",CAK,"Akron, OH"
ACY,"Atlantic City, NJ",GNV,"Gainesville, FL"
ACY,"Atlantic City, NJ",AGS,"Augusta, GA"
ACY,"Atlantic City, NJ",DBQ,"Dubuque, IA"
ACY,"Atlantic City, NJ",RDU,"Raleigh/Durham, NC"
ACY,"Atlantic City, NJ",DFW,"Dallas/Fort Worth, TX"
ACY,"Atlantic City, NJ",PIE,"St. Petersburg, FL"
ACY,"Atlantic City, NJ",CHS,"Charleston, SC"
ACY,"Atlantic City, NJ",MHT,"Manchester, NH"
ACY,"Atlantic City, NJ",MLB,"Melbourne, FL"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ADQ,"Kodiak, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",09A,"Homer, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",09A,"Homer, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",OAK,"Oakland, CA"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADS,"Dallas, TX",ELP,"El Paso, TX"
ADS,"Dallas, TX",LRD,"Laredo, TX"
ADS,"Dallas, TX",YIP,"Detroit, MI"
ADS,"Dallas, TX",PHX,"Phoenix, AZ"
ADS,"Dallas, TX",CNO,"Chino, CA"
ADS,"Dallas, TX",RNO,"Reno, NV"
ADS,"Dallas, TX",SCF,"Phoenix, AZ"
ADS,"Dallas, TX",LAX,"Los Angeles, CA"
ADS,"Dallas, TX",FLL,"Fort Lauderdale, FL"
ADS,"Dallas, TX",SAT,"San Antonio, TX"
ADS,"Dallas, TX",HOU,"Houston, TX"
ADS,"Dallas, TX",HOB,"Hobbs, NM"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",HUS,"Hughes, AK"
AET,"Allakaket, AK",BTT,"Bettles, AK"
AET,"Allakaket, AK",FAI,"Fairbanks, AK"
AET,"Allakaket, AK",AET,"Allakaket, AK"
AET,"Allakaket, AK",TAL,"Tanana, AK"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",ATL,"Atlanta, GA"
AEX,"Alexandria, LA",MSY,"New Orleans, LA"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",MIA,"Miami, FL"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",BUF,"Buffalo, NY"
AEX,"Alexandria, LA",AEX,"Alexandria, LA"
AEX,"Alexandria, LA",CMI,"Champaign/Urbana, IL"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",LRD,"Laredo, TX"
AEX,"Alexandria, LA",SAN,"San Diego, CA"
AEX,"Alexandria, LA",MDT,"Harrisburg, PA"
AEX,"Alexandria, LA",AZA,"Phoenix, AZ"
AEX,"Alexandria, LA",DLF,"Del Rio, TX"
AEX,"Alexandria, LA",CEF,"Chicopee Falls, MA"
AEX,"Alexandria, LA",RDU,"Raleigh/Durham, NC"
AEX,"Alexandria, LA",BED,"Bedford, MA"
AEX,"Alexandria, LA",HRL,"Harlingen/San Benito, TX"
AEX,"Alexandria, LA",YUM,"Yuma, AZ"
AEX,"Alexandria, LA",CLT,"Charlotte, NC"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AEX,"Alexandria, LA",CLT,"Charlotte, NC"
AEX,"Alexandria, LA",DFW,"Dallas/Fort Worth, TX"
AEX,"Alexandria, LA",IAH,"Houston, TX"
AFW,"Dallas/Fort Worth, TX",ABQ,"Albuquerque, NM"
AFW,"Dallas/Fort Worth, TX",DSM,"Des Moines, IA"
AFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL"
AFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL"
AFW,"Dallas/Fort Worth, TX",ONT,"Ontario, CA"
AFW,"Dallas/Fort Worth, TX",IAH,"Houston, TX"
AFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX"
AFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT"
AFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",SEA,"Seattle, WA"
AFW,"Dallas/Fort Worth, TX",PDX,"Portland, OR"
AFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN"
AFW,"Dallas/Fort Worth, TX",BDL,"Hartford, CT"
AFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA"
AFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA"
AFW,"Dallas/Fort Worth, TX",FLL,"Fort Lauderdale, FL"
AFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ"
AFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO"
AFW,"Dallas/Fort Worth, TX",LBB,"Lubbock, TX"
AFW,"Dallas/Fort Worth, TX",TPL,"Temple, TX"
AFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX"
AFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS"
AFW,"Dallas/Fort Worth, TX",STL,"St. Louis, MO"
AFW,"Dallas/Fort Worth, TX",TPA,"Tampa, FL"
AFW,"Dallas/Fort Worth, TX",SLC,"Salt Lake City, UT"
AFW,"Dallas/Fort Worth, TX",BWI,"Baltimore, MD"
AFW,"Dallas/Fort Worth, TX",MSP,"Minneapolis, MN"
AFW,"Dallas/Fort Worth, TX",IND,"Indianapolis, IN"
